text,label
fatih erbakan kamuda mülakat uygulamasına son vereceğiz haziran uşak receptayyip erdoğan kamuda mülakatı kaldıracağız nisan salı istanbul milli görüş daha meclise girmeden hayırlı işlere imza atıyor refahlı günler için,"['siyasi-figür', 'sosyal-yardım']"
niye daha da komiği köle olduğunuz kişiyi genç göstermişsiniz aydın kılıçdaroğlu ise çökük yaşlı resmetmişsiniz maaşınız kaç oldu çok merak ettim,"['siyasi-figür', 'ekonomi', 'iş-ve-istihdam']"
demek ki o günler geride kalmış eskiden erdoğanı çağırırdı şimdi o da yok ne diye maaş alıyor kılıçdaroğlu işi ne anlamadım,"['siyasi-figür', 'ekonomi', 'iş-ve-istihdam']"
kılıçdaroğlundan soğanlı video erdoğan kalırsa kuru soğan olacak lira millet ittifakının cumhurbaşkanı adayı kemal kılıçdaroğlu sosyal medya üzerinden yayımladığı bir videoda eline aldığı kuru soğanla vatandaşlara seslendi erdoğanın,"['politik-strateji', 'siyasi-figür', 'seçim', 'hükümet']"
hocam diyelim ki kastetmiyor ömründe iki tane kitap okumamış erdoğan bir profesöre müsvedde deme hakkına sahip mi biraz sinirlenilin yahu konu siz değilseniz normal mi bu üslup,"['kültür-ve-sanat', 'siyasi-figür']"
bir oy receptayyip erdoğana bir oy fetöcülerle ya da mayısta öcalana özgürlük getireceğiz diyenlerle aynı hedefe gitmeyen cumhur ittifakına,"['sivil-haklar', 'siyasi-figür', 'politik-strateji']"
yazık sana hala yanlış fikirde devam ediyorsun anketlerde cumhur ittifakı çıkıyor nereden bulacak ama sayın kemal kılıçdaroğlu tüm anketlerde sarayın anketçisi hariç çıkıyor bir eksik bir fazla yazık sana,"['siyasi-figür', 'politik-strateji']"
cumhurbaşkanı erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız ayrıca aylık gb ücretsiz internet vereceğiz,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
sayın istanbul il binasına gelen kurşunla ilgili ağır ithamlarla sayın erdoğana yüklenmesi adap ve edebe sığmayan bir şekilde ortaya koyduğu tiyatroyu da unuttuk sanmasın işin aslı ortaya çıkınca utanması ve bir özür açıklaması yapması gerekmez miydi,['kültür-ve-sanat']
başkan erdoğan ak parti seçim beyannamesi ve milletvekili aday tanıtım toplantısında darbecilere vesayetçilere küresel emperyalizme karşı milletimizle birlikte türkiye yüzyılının kapısını aralamak için buradayız,"['siyasi-parti', 'seçim', 'hükümet', 'siyasi-figür']"
slogan müthiş ama bu slogan ve bu halk la tekrardan başkanımız erdoğan yeter artık söz milletin bunu icat edenin hayatını karardırmaları gerekir normalde ama muhalefet içinde iktidara çalışan olduğu gibi muhtemelen iktidarın içinde de muhalefete çalışanlar var,"['iş-ve-istihdam', 'hükümet', 'siyasi-figür']"
öğretmen maaşları bin lira olacak kemal kılıçdaroğlu öğretmen maaşları hakkında yoksulluk sınırının altında olmayacak sözünü vermişti buna göre kemal kılıçdaroğlu seçimi kazandırsa öğretmen maaşları en az bin lira olacak,"['siyasi-figür', 'sosyal-yardım']"
devletin itibarını kılıçdaroğlu bu şekilde konuşurken düşürmüyor da hüda par mi düşürüyor yavuz hırsız ev sahibini bastırırmış sizinki de o hesap,"['hükümet', 'siyasi-figür', 'konut', 'siyasi-parti']"
ya cumhur ittifakı ve erdoğanı desteklediğini açıkla ya da sus ulan,['politik-strateji']
vallahi öyle bir tarafta dünya lideri erdoğan diğer yanda gaftan kılıçdaroğlu bir tarafta aynı ideoloji etrafında toplanan sağ partiler diğer yanda kimin eli kimin cebinde erdoğanı devirmekten başka hiçbir ortak özelliği olmayan benzemez bileşenler,"['ideoloji', 'siyasi-figür']"
mayıs ta yapılacak seçimde halkını horlamayan hakaret etmeyen ayırmayan kayırmayan liyakate ehliyete önem veren hak yemeyen yedirmeyen adalete hukuka riayet eden aldanmayan aldatmayan bir kişi seçeceğiz şimdiden hayırlı olsun,"['seçim', 'adalet']"
erdoğan yılında vaat ettiği yılında kişi başı milli gelir bin dolar olacak vaadini yılında kişi başı milli gelir bin dolar olacak diye güncelledi,"['siyasi-figür', 'ekonomi']"
apo ermeni fetö ermeni demirtaş ermeni kılıçdaroğlu ermeni akşener ermeni imamoğlu rum babacan yahudi daha niceleri var hepsi bir ortamda birlik oldular uyanın artık oyuna gelmeyin zillet ittifakı,"['siyasi-figür', 'terör']"
fetö olur derin devlet olur faşistler olur radikal silahlı solcular olur pkk olur radikal islamcılar olur ama kılıçdaroğlu ne alaka onu anlamadım ama ince maalesef bu kritik zamanda çok yanlış yapıyor inşallah yanılırız abla seçimde belli olur,"['siyasi-figür', 'terör']"
ersan hoca erdoğan kez aday olamaz anayasaya aykırı da demişti ama oralı olmadınız hacı,"['adalet', 'seçim', 'hükümet', 'siyasi-figür']"
bakan koruma sayın kılıçdaroğlu neden izmirde ücretsiz konut yapmadı,"['mesleki-haklar', 'iş-ve-istihdam', 'siyasi-figür']"
özgür özel çok kurnazsın çok kılıçdaroğlu ön plana atıp genel başkanlığına geçerim peşindesin,"['sivil-haklar', 'siyasi-figür', 'hükümet']"
nisanda benim mahkemem var receptayyip erdoğan duymadan geldi beni emine erdoğan duymadan geldi beni den beri bu yeri ben ekip dikiyordum tek başıma bir insanım eşim vefat etti yazık değil mi bana çocukla kaldım,"['adalet', 'siyasi-figür']"
depremlerle yıkılan kahramanmaraşta günlük kamyonla moloz taşınıyor bakanlar kurban bayramında teşekkürler kılıçdaroğlu ağrıda bin mansur yavaş ekrem imamoğlu sağlık türkiye yüzyılı berna ünal kolin barış atay,"['afet', 'siyasi-figür', 'sağlık']"
muharrem incenin cumhurbaşkanlığı adaylığından çekilmesi durumunda seçmenin yüzde ı kılıçdaroğlu yüzde u ise erdoğana oy vereceğini söyleniyor,"['siyasi-figür', 'seçim']"
yoldaşlarım aklı troller mücahid kemal kılıçdaroğlu milletbaşkanımı yıpratmak için ellerinden geleni artlarına gömüyorlar şimdide yenilgi üzerinden algı peşindeler rus yazar dostuseyfinin bir sözü vardır yenilgi yenilgi büyüyen bir zafer vardır gümbür gümbür geliyoruz,"['siyasi-figür', 'kültür-ve-sanat']"
kılıçdaroğlunun kitabı raflardaki yerini almaya hazırlanıyor hakça paylaşmak için toplumsal adalet millet ittifakı cumhurbaşkanı adayı kemal kılıçdaroğlunun makale söyleşi ve konuşmalarını kapsayan kitabı hakça paylaşmak için toplumsal adalet,"['seçim', 'kültür-ve-sanat', 'eşitlik', 'hükümet', 'siyasi-figür', 'politik-strateji']"
cumhurbaşkanı erdoğan tvde bir profesör diyor ki köprü yapmak ile havalimanı yapmakla baraj yapmakla ogg yapmak ile ne çözülecek domates patates kaç para onu söyle yahu senin profesörlüğünden bu millete ne gelecek allah aşkına,"['siyasi-figür', 'ekonomi']"
video haber kılıçdaroğlu destek açıklayan kartal anadolu imam hatip lisesi mezunları karar tvde konuştu bir kazanım hak niteliğini toplumsal olarak muhatabı onu kabul ettiği zaman kazanır kılıçdaroğlu da bu teklifi muhafazakârlara sunuyor,"['siyasi-figür', 'eğitim']"
milli görüş lideri yeniden refah partisi genel başkanı fatih erbakan cumhurbaşkanı receptayyip erdoğan ve cumhur ittifakı liderleriyle birlikte dünyanın ilk şıha türkiyenin en büyük savaş gemisi tcg anadolunun deniz kuvvetleri komutanlığına teslim törenine katıldı,"['siyasi-figür', 'güvenlik', 'hükümet', 'politik-strateji', 'sosyal-yardım']"
chp ne derse o erdoğan kamuda mülakatı kaldıracağız biraz geç olmadı mı yıl kadar iyi ki varsın bay kemal,"['siyasi-parti', 'siyasi-figür']"
cumhurbaşkanı kemal kılıçdaroğlu kemal kılıçdaroğlu saat mülakatı kaldıracağız kpssden ne aldıysanız atamasını yapacağız tayyiperdoğan erdoğan saat kamuda mülakatı kaldırarak atamaları sınavlardaki başarı sıralamasına göre yapacağız,"['hükümet', 'siyasi-figür', 'eğitim']"
hala anlamıyorlar sorunun eski ak partililerin listeye konulup seçilmesine indirgiyorlar bence millet ittifakın da takılmanız gereken en son konu bu liste asıl sorun kılıçdaroğlu ve onun zihniyetinin atatürk cumhuriyet vatan bütünlüğü gibi bir derdinin olmaması,"['ideoloji', 'politik-strateji', 'siyasi-figür', 'siyasi-parti']"
bu kadar kısa sürede yaparsa yine erdoğan yapar altılı masa olsaydı deprem konutları konusunu konuşmak üzere toplantı talebinde bulunmak için ilk toplantıyı yapmak,"['siyasi-figür', 'afet']"
cumhurbaşkanı erdoğan üniversite öğrencilerine cep telefonu ve bilgisayar alımında vergi muafiyeti getirileceği haberini verdi,"['siyasi-figür', 'eğitim']"
çekapın kanser kitlesi onun küçük bir kısmını oluştururken akpnin kanser kitlesi onun çoğunluğunu oluşturuyor kutuplaşma yıldır sizin siyasal islamcı diskurunu ezberden tekrar etmeniz üzerinden erdoğanın güç devşirmesi ile derinleşti,['ideoloji']
sayın kılıçdaroğlu konuşmalarınızda polis teşkilatının çalışanının ve emeklisinin durumlarından hiç söz edilmiyor yetim çocuklar gibiyiz ortaöğretim mezunu polislere ve emeklisine verilmedi umudumuz sizsiniz sizden beliyoruz başarılar diliyoruz saygılarımızla,"['güvenlik', 'siyasi-figür', 'adalet']"
receptayyip erdoğan a sahip çıkmak onun davasını davası olarak benimsemek her ülkesini bayrağını ezanini seven müslüman türk milletinin görevidir laf üreten değil iş üreten,"['din', 'siyasi-figür']"
erdoğanın deprem bölgesinde attığı hastane temeli bugün iş makinesiyle apar topar söküldü,"['afet', 'sağlık']"
başkan erdoğan ak parti seçim beyannamesi ve milletvekili aday tanıtım toplantısında aile sağlığı aile diş hekimliği evde bakım palyatif bakım gibi hizmetleri ülke sathında güçlendireceğiz,"['siyasi-parti', 'seçim', 'siyasi-figür', 'hükümet', 'sağlık']"
değiliz kardeşim müslüman olarak kemal kılıçdaroğlunun yanındayız,"['siyasi-figür', 'din']"
kızılay başkanını görevden almıyor ama profesöre saldırıyor bu da erdoğanın hangi tarafta olduğunun net göstergesi,['dernek']
cumhurbaşkanımız sayın cumhurbaşkanı erdoğan ankara allah nifak holding yerden bizi korusun amin ak parti seçim beyannamesi,"['hükümet', 'siyasi-parti', 'seçim', 'siyasi-figür']"
şu adamı aday yapmayıp hal ki dinlemeyip bencilliği yüzünden kendisi aday olan kılıçdaroğlu bu dönemde yapılacak salaklık mı bu gerçekten ya,"['siyasi-figür', 'seçim']"
partiler umurumda değil zafer partisi en güçlü rakip olsa ona sizin partiniz en güçlü olsa size oy verirdim şu an sizin yaptığınız erdoğanın karşısındaki en güçlü rakibin oy gücünden eksiltmek geleceğimize bunu yapma hakkınız yok anayasal olarak var ama vicdanen yok olmamalı,"['seçim', 'adalet', 'siyasi-parti']"
receptayyip erdoğan ve devlet bahçeli diyor ki stajyer ve çıraklar bizim yüzümüzden mağdur,"['hükümet', 'adalet', 'siyasi-figür']"
başkanlıkta erdoğana vekillikte yeniden refah partisi ne trol mü olduk şimdi,"['sosyal-yardım', 'hükümet']"
cumhurbaşkanımız sayın receptayyip erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacak aylık gb ücretsiz internet vereceğiz,"['siyasi-figür', 'mesleki-haklar', 'hükümet', 'ekonomi', 'iş-ve-istihdam']"
siz ne aşağılık adamsınız çıkın ittifakı fetöcü pkklı olmak ile suçlayıp kılıçdaroğlu bir gaf yaptı diye meydanda genel başkanınız adamla dalga geçsin her türlü vatan hainliği yaftasını yapıştırın alanda az adam vardı deyince erdoğan kazanır rteye vermezseniz adam değilsiniz,"['siyasi-figür', 'hükümet', 'politik-strateji', 'terör']"
ekrem imamoğlu amasya mitinginde sarayı inletti erdoğana mitingde ahlak dersi verdi videoyu buradan izleyebilirsiniz gt gt merkez bankası merzifon,"['siyasi-figür', 'eğitim', 'ekonomi']"
fetö tarafından porno kasetle getirilen telefon ile tankların yol verdiği ülkesini her fırsatta şikayet eden gavurlara sizin de yardımlarıyla erdoğanı devireceğiz diyen baş kemal yalandaroğlu na oy vereceğim diyorsun yani birrawooo tebrik ederim,"['siyasi-manipülasyon', 'terör', 'seçim']"
adam yine kazanacak sevdamız erdoğan,"['seçim', 'siyasi-figür']"
çevre ve şehircilik bakanı murat kurum hiç acımamış kılıçdaroğlu şakşakçısı habertürk chp moderatörü kübra para sağlam geçirmiş,"['siyasi-figür', 'çevre-ve-şehircilik', 'siyasi-parti']"
yıllık hükümetin de son yılda mı erdoğan yüzünden pandeminin etkisi yok mu boyun eğmemesinin bedeli yok mu,"['siyasi-figür', 'sağlık', 'hükümet']"
receptayyip erdoğan kazanacak,"['seçim', 'siyasi-figür']"
cumhurbaşkanı erdoğandan pendike kentsel dönüşüm müjdesi orta ve dumlupınarda hak sahibi ile anlaşma yapıldı cumhurbaşkanı erdoğan,"['konut', 'siyasi-figür']"
bu yat gemisi slerle donatılmış klozet ve muslukları altından yapılmış erdoğan emekli olunca kullanacakmış,"['siyasi-figür', 'ekonomi']"
bizde demek isterdik teşekkürler kılıçdaroğlu diye diyemedik esnaf bekliyor esnaf eşitlik adalet istiyor pirim tescil ihya mağduriyetleri giderin,"['siyasi-figür', 'eşitlik', 'adalet']"
bana göre de arz talep dengesi bozulunca fiyatlar artar türkiyede konut kira artışının bir sebebi de milyon sığınmacı ve kaçaktır ek olarak yaşadığımız sefaletin tek sorumlu da nas diyen ve geri kabul anlaşmasına imza atan erdoğandır,"['konut', 'mülteciler']"
aslında millet ittifakı olmayacaktı bizi bize yeterdik daha mantıklı yeter önemli olan duruş erdoğan alırsa alsın sonra iran mı olurdu ne olacak macaristan olmak veya irfan fark yok yani,"['politik-strateji', 'siyasi-figür', 'dış-politika']"
çıkarma gemisi veya şıha gemisi gibi seni ilgilendirmeyen milli konulara girme çok milliyetçi olsaydın türkiye cumhuriyetini bölmek için kurulmuş hain terör örgütü pkk elebaşlarının açıkça desteklediği kemal kılıçdaroğlu safında olmazdın gerçeklerin üstünü örtemezsiniz,"['ideoloji', 'siyasi-figür', 'terör']"
cumhurbaşkanı erdoğan ve cumhur ittifakını oluşturan siyasî parti liderleri tcg anadolu önünde hatıra fotoğrafı çektirdi,"['siyasi-figür', 'politik-strateji']"
iddiayla söylüyorum cumhurbaşkanı sayın kemal kılıçdaroğlunun olduğu yerde adalet olur ekrem imamoğlu ile mansur yavasın olduğu yerde de icraat olur ekrem imamoğlu,"['siyasi-figür', 'hükümet']"
cumhurbaşkanı erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız ayrıca aylık gb ücretsiz internet vereceğiz,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
kibrinden burnunun ucunu göremiyorsun rahmetli babanın tırnağı olamazsın resmi kırpma sen kılıçdaroğlu ve lgbt liler ın gözünde daha mı büyütüyor küfür tek çatıda birleşmişken ken son tefrika peşinde koş bu ülke menfaati için zekeriya yapıcıoğlunun çektiklerinin kaçını çektin,"['sivil-haklar', 'siyasi-figür']"
